id,contact_id,outreach_datetime,outreach_medium,rep_id,notes
656,2172,2026-03-03 10:00 AM,Email,1,Notes: Apollo
657,2034,2026-03-03 10:00 AM,Email,1,Notes: Apollo
658,2053,2026-03-03 10:00 AM,Email,1,Notes: Apollo
659,2056,2026-03-03 10:00 AM,Email,1,Notes: Apollo
660,2030,2026-03-03 10:00 AM,Email,1,Notes: Apollo
661,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
662,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
663,2044,2026-03-03 10:00 AM,Email,1,Notes: Apollo
665,2046,2026-03-03 10:00 AM,Email,1,Notes: Apollo
666,2047,2026-03-03 10:00 AM,Email,1,Notes: Apollo
667,2180,2026-03-03 10:00 AM,Email,1,Notes: Apollo
668,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
669,2060,2026-03-03 10:00 AM,Email,1,Notes: Apollo
670,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
671,2189,2026-03-03 10:00 AM,Email,1,Notes: Apollo
672,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
673,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
674,2020,2026-03-03 10:00 AM,Email,1,Notes: Apollo
675,2184,2026-03-03 10:00 AM,Email,1,Notes: Apollo
676,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
677,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
678,2096,2026-03-03 10:00 AM,Email,1,Notes: Apollo
679,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
680,2164,2026-03-03 10:00 AM,Email,1,Notes: Apollo
681,2113,2026-03-03 10:00 AM,Email,1,Notes: Apollo
682,2111,2026-03-03 10:00 AM,Email,1,Notes: Apollo
683,140,2026-03-03 10:00 AM,Email,1,Notes: Apollo
684,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
685,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
686,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
687,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
688,2101,2026-03-03 10:00 AM,Email,1,Notes: Apollo
689,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
690,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
691,2001,2026-03-04 11:23 AM,Phone Call,3,"Notes: Gave intro, silence for 5 seconds, asked if they could hear me then hung up."
692,2001,2026-03-04 11:25:00 AM,Phone Call,3,Notes: Voicemail
693,2001,2026-03-04 11:30:00 AM,Phone Call,3,Notes: Got directed to someone named Adam. Left voicemail.
694,2001,2026-03-04 11:33:00 AM,Phone Call,3,Notes: Got directed to someone named Paul. Left voicemail.
695,2001,2026-03-04 11:36:00 AM,Phone Call,3,Notes: Not interested.
696,2001,2026-03-04 11:45:00 AM,Phone Call,3,Notes: Booth number - 21931. Was not willing to provide email in advance. Said we can meet the owner in person.
697,2001,2026-03-04 11:52:00 AM,Phone Call,3,Notes: Spoke with Nala. Said to call Kenny - he will be at the trade show.
699,2001,2026-03-04 2:38:00 PM,Phone Call,3,Notes: Not interested. Already using NetSuite and they're currently developing their own app.
700,2001,2026-03-04 2:45:00 PM,Phone Call,3,Notes: Not interested. got hung up on.
701,2001,2026-03-04 2:56:00 PM,Phone Call,3,Notes: Operator said Ryan is on vacation but he will be back next week. Email is ryan@hoggoutfitters.com
702,2197,2026-03-04 1:24 PM,Email,2,Notes: Delivered
703,2060,2026-03-04 1:30 PM,Email,2,Notes: Delivered
704,2078,2026-03-04 13:33,Email,2,Notes: Delivered
707,2018,2026-03-04 1:43 PM,Email,2,Notes: Delivered
708,1034,2026-03-04 2:00 PM,Email,2,Notes: Delivered
709,2001,2026-03-04 2:33 PM,Phone,1,Notes: Tried booking in-person meeting. They said I need to call the corporate office.
710,2001,2026-03-04 3:04:00 PM,Phone,3,Notes: Operator didn't know best person to connect me with on the phone. Said to send email to juco@jucoinc.com
711,2001,2026-03-04 3:11:00 PM,Phone,3,Notes: The people going to the trade show for Liberty aren't looking for our services. Asked for email of someone who would be interested and they said to call back tomorrow.
712,2001,2026-03-04 3:18:00 PM,Phone,3,Notes: Said they don't need any system right now.
713,2001,2026-03-04 3:22:00 PM,Phone,3,Notes: Phone operator directed me to another line. Voicemail box full.
714,2001,2026-03-04 3:02 PM,Phone,1,Notes: Voicemail full.
717,2001,2026-03-04 3:19 PM,Phone,1,Notes: Shak wasn't picking up. Operator said she would ask him to call me back.
718,2001,2026-03-04 15:27,Phone,3,Notes: Directed to 327 extension - left voicemail.
719,2001,2026-03-04 3:32:00 PM,Phone,3,Notes: Said owner was gone for the day and to call back tomorrow morning.
720,2001,2026-03-04 3:35:00 PM,Phone,3,Notes: Said they were all booked for the trade show & hung up when I asked for an email to reach.
721,2001,2026-03-04 3:40:00 PM,Phone,3,Notes: Operator said the people at the show will not be looking for our services. Told me to email hakim@pricemaster.com
722,2001,2026-03-04 3:43:00 PM,Phone,3,"Notes: Automated message said # is busy, try again later"
723,2001,2026-03-04 3:45:00 PM,Phone,3,Notes: Voicemail
